country,country_code,module_version,currency,canton_code,canton_name_fr,canton_name_en,reference_municipality,gross_monthly_chf,gross_annual_chf,employee_ahv_iv_eo_monthly_chf,employee_unemployment_monthly_chf,employee_lpp_monthly_chf,employee_accident_monthly_chf,employee_total_contrib_monthly_chf,employer_ahv_iv_eo_monthly_chf,employer_unemployment_monthly_chf,employer_lpp_monthly_chf,employer_accident_monthly_chf,employer_total_contrib_monthly_chf,net_before_tax_monthly_chf,withholding_tax_monthly_chf,withholding_tax_rate_percent,net_after_tax_monthly_chf,ordinary_federal_tax_monthly_chf,ordinary_cantonal_tax_monthly_chf,ordinary_communal_tax_monthly_chf,ordinary_tax_monthly_chf,net_after_ordinary_tax_monthly_chf,employer_cost_monthly_chf,social_wedge_monthly_chf,total_wedge_after_tax_monthly_chf,total_wedge_after_ordinary_tax_monthly_chf,employee_contribution_rate,employer_contribution_rate,social_wedge_rate_employer_cost,cost_to_net_before_tax_ratio,cost_to_net_after_tax_ratio,cost_to_net_after_ordinary_tax_ratio,withholding_tax_status,ordinary_tax_status,profile_id
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,16000.0,192000.0,848.0,135.85,267.75,148.2,1399.8,848.0,135.85,267.75,61.75,1313.35,14600.2,2902.4,18.14,11697.8,987.28,1316.04,1635.08,3938.4,10661.8,17313.35,2713.15,5615.55,6651.55,0.0874875,0.08208438,0.15670855,1.18582965,1.4800518,1.62386745,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,16100.0,193200.0,853.3,135.85,267.75,148.2,1405.1,853.3,135.85,267.75,61.75,1318.65,14694.9,2930.2,18.2,11764.7,1000.48,1325.61,1646.97,3973.06,10721.84,17418.65,2723.75,5653.95,6696.81,0.08727329,0.08190373,0.15636975,1.18535342,1.48058599,1.62459522,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,16200.0,194400.0,858.6,135.85,267.75,148.2,1410.4,858.6,135.85,267.75,61.75,1323.95,14789.6,2956.5,18.25,11833.1,1013.68,1335.18,1658.86,4007.72,10781.88,17523.95,2734.35,5690.85,6742.07,0.08706173,0.08172531,0.15603503,1.1848833,1.48092638,1.62531488,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,16300.0,195600.0,863.9,135.85,267.75,148.2,1415.7,863.9,135.85,267.75,61.75,1329.25,14884.3,2986.16,18.32,11898.14,1026.88,1344.75,1670.75,4042.38,10841.92,17629.25,2744.95,5731.11,6787.33,0.08685276,0.08154908,0.1557043,1.18441915,1.48168117,1.62602657,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,16400.0,196800.0,869.2,135.85,267.75,148.2,1421.0,869.2,135.85,267.75,61.75,1334.55,14979.0,3014.32,18.38,11964.68,1040.08,1354.32,1682.64,4077.04,10901.96,17734.55,2755.55,5769.87,6832.59,0.08664634,0.081375,0.1553775,1.18396088,1.4822419,1.62673042,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,16500.0,198000.0,874.5,135.85,267.75,148.2,1426.3,874.5,135.85,267.75,61.75,1339.85,15073.7,3040.95,18.43,12032.75,1053.28,1363.89,1694.53,4111.7,10962.0,17839.85,2766.15,5807.1,6877.85,0.08644242,0.08120303,0.15505455,1.18350836,1.48260788,1.62742656,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,16600.0,199200.0,879.8,135.85,267.75,148.2,1431.6,879.8,135.85,267.75,61.75,1345.15,15168.4,3069.34,18.49,12099.06,1066.48,1373.46,1706.42,4146.36,11022.04,17945.15,2776.75,5846.09,6923.11,0.08624096,0.08103313,0.1547354,1.1830615,1.48318547,1.62811512,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,16700.0,200400.0,885.1,135.85,267.75,148.2,1436.9,885.1,135.85,267.75,61.75,1350.45,15263.1,3096.18,18.54,12166.92,1079.68,1383.03,1718.31,4181.02,11082.08,18050.45,2787.35,5883.53,6968.37,0.08604192,0.08086527,0.15441997,1.18262018,1.48356774,1.62879622,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,16800.0,201600.0,890.4,135.85,267.75,148.2,1442.2,890.4,135.85,267.75,61.75,1355.75,15357.8,3124.8,18.6,12233.0,1092.88,1392.6,1730.2,4215.68,11142.12,18155.75,2797.95,5922.75,7013.63,0.08584524,0.0806994,0.1541082,1.1821843,1.48416169,1.62946998,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,16900.0,202800.0,895.7,135.85,267.75,148.2,1447.5,895.7,135.85,267.75,61.75,1361.05,15452.5,3150.16,18.64,12302.34,1106.08,1402.17,1742.09,4250.34,11202.16,18261.05,2808.55,5958.71,7058.89,0.08565089,0.0805355,0.15380003,1.18175376,1.48435582,1.63013651,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,17000.0,204000.0,901.0,135.85,267.75,148.2,1452.8,901.0,135.85,267.75,61.75,1366.35,15547.2,3179.0,18.7,12368.2,1119.28,1411.74,1753.98,4285.0,11262.2,18366.35,2819.15,5998.15,7104.15,0.08545882,0.08037353,0.15349539,1.18132847,1.48496548,1.63079594,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,17100.0,205200.0,906.3,135.85,267.75,148.2,1458.1,906.3,135.85,267.75,61.75,1371.65,15641.9,3207.96,18.76,12433.94,1132.48,1421.31,1765.87,4319.66,11322.24,18471.65,2829.75,6037.71,7149.41,0.08526901,0.08021345,0.15319422,1.18090833,1.48558301,1.63144837,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,17200.0,206400.0,911.6,135.85,267.75,148.2,1463.4,911.6,135.85,267.75,61.75,1376.95,15736.6,3233.6,18.8,12503.0,1145.68,1430.88,1777.76,4354.32,11382.28,18576.95,2840.35,6073.95,7194.67,0.0850814,0.08005523,0.15289647,1.18049325,1.48579941,1.63209392,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,17300.0,207600.0,916.9,135.85,267.75,148.2,1468.7,916.9,135.85,267.75,61.75,1382.25,15831.3,3262.78,18.86,12568.52,1158.88,1440.45,1789.65,4388.98,11442.32,18682.25,2850.95,6113.73,7239.93,0.08489595,0.07989884,0.15260207,1.18008313,1.48643197,1.6327327,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,17400.0,208800.0,922.2,135.85,267.75,148.2,1474.0,922.2,135.85,267.75,61.75,1387.55,15926.0,3288.6,18.9,12637.4,1172.08,1450.02,1801.54,4423.64,11502.36,18787.55,2861.55,6150.15,7285.19,0.08471264,0.07974425,0.15231097,1.17967789,1.4866626,1.63336481,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,17500.0,210000.0,927.5,135.85,267.75,148.2,1479.3,927.5,135.85,267.75,61.75,1392.85,16020.7,3318.0,18.96,12702.7,1185.28,1459.59,1813.43,4458.3,11562.4,18892.85,2872.15,6190.15,7330.45,0.08453143,0.07959143,0.15202312,1.17927743,1.48730978,1.63399035,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,17600.0,211200.0,932.8,135.85,267.75,148.2,1484.6,932.8,135.85,267.75,61.75,1398.15,16115.4,3347.52,19.02,12767.88,1198.48,1469.16,1825.32,4492.96,11622.44,18998.15,2882.75,6230.27,7375.71,0.08435227,0.07944034,0.15173846,1.17888169,1.48796433,1.63460943,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,17700.0,212400.0,938.1,135.85,267.75,148.2,1489.9,938.1,135.85,267.75,61.75,1403.45,16210.1,3373.62,19.06,12836.48,1211.68,1478.73,1837.21,4527.62,11682.48,19103.45,2893.35,6266.97,7420.97,0.08417514,0.07929096,0.15145694,1.17849057,1.48821562,1.63522214,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,17800.0,213600.0,943.4,135.85,267.75,148.2,1495.2,943.4,135.85,267.75,61.75,1408.75,16304.8,3401.58,19.11,12903.22,1224.88,1488.3,1849.1,4562.28,11742.52,19208.75,2903.95,6305.53,7466.23,0.084,0.07914326,0.1511785,1.17810399,1.48867879,1.6358286,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,17900.0,214800.0,948.7,135.85,267.75,148.2,1500.5,948.7,135.85,267.75,61.75,1414.05,16399.5,3427.85,19.15,12971.65,1238.08,1497.87,1860.99,4596.94,11802.56,19314.05,2914.55,6342.4,7511.49,0.08382682,0.07899721,0.1509031,1.17772188,1.4889432,1.63642888,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,18000.0,216000.0,954.0,135.85,267.75,148.2,1505.8,954.0,135.85,267.75,61.75,1419.35,16494.2,3457.8,19.21,13036.4,1251.28,1507.44,1872.88,4631.6,11862.6,19419.35,2925.15,6382.95,7556.75,0.08365556,0.07885278,0.15063069,1.17734416,1.4896252,1.63702308,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,18100.0,217200.0,959.3,135.85,267.75,148.2,1511.1,959.3,135.85,267.75,61.75,1424.65,16588.9,3482.44,19.24,13106.46,1264.48,1517.01,1884.77,4666.26,11922.64,19524.65,2935.75,6418.19,7602.01,0.08348619,0.07870994,0.15036121,1.17697075,1.48969668,1.6376113,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,18200.0,218400.0,964.6,135.85,267.75,148.2,1516.4,964.6,135.85,267.75,61.75,1429.95,16683.6,3512.6,19.3,13171.0,1277.68,1526.58,1896.66,4700.92,11982.68,19629.95,2946.35,6458.95,7647.27,0.08331868,0.07856868,0.15009463,1.17660157,1.49039177,1.63819363,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,18300.0,219600.0,969.9,135.85,267.75,148.2,1521.7,969.9,135.85,267.75,61.75,1435.25,16778.3,3541.05,19.35,13237.25,1290.88,1536.15,1908.55,4735.58,12042.72,19735.25,2956.95,6498.0,7692.53,0.08315301,0.07842896,0.14983089,1.17623657,1.49088746,1.63877014,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,18400.0,220800.0,975.2,135.85,267.75,148.2,1527.0,975.2,135.85,267.75,61.75,1440.55,16873.0,3567.76,19.39,13305.24,1304.08,1545.72,1920.44,4770.24,12102.76,19840.55,2967.55,6535.31,7737.79,0.08298913,0.07829076,0.14956995,1.17587566,1.49118317,1.63934094,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,18500.0,222000.0,980.5,135.85,267.75,148.2,1532.3,980.5,135.85,267.75,61.75,1445.85,16967.7,3596.4,19.44,13371.3,1317.28,1555.29,1932.33,4804.9,12162.8,19945.85,2978.15,6574.55,7783.05,0.08282703,0.07815405,0.14931176,1.17551878,1.49169116,1.63990611,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,18600.0,223200.0,985.8,135.85,267.75,148.2,1537.6,985.8,135.85,267.75,61.75,1451.15,17062.4,3621.42,19.47,13440.98,1330.48,1564.86,1944.22,4839.56,12222.84,20051.15,2988.75,6610.17,7828.31,0.08266667,0.07801882,0.14905629,1.17516586,1.49179227,1.64046572,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,18700.0,224400.0,991.1,135.85,267.75,148.2,1542.9,991.1,135.85,267.75,61.75,1456.45,17157.1,3650.24,19.52,13506.86,1343.68,1574.43,1956.11,4874.22,12282.88,20156.45,2999.35,6649.59,7873.57,0.08250802,0.07788503,0.14880348,1.17481684,1.49231205,1.64101986,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,18800.0,225600.0,996.4,135.85,267.75,148.2,1548.2,996.4,135.85,267.75,61.75,1461.75,17251.8,3681.04,19.58,13570.76,1356.88,1584.0,1968.0,4908.88,12342.92,20261.75,3009.95,6690.99,7918.83,0.08235106,0.07775266,0.14855331,1.17447165,1.4930446,1.64156861,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,18900.0,226800.0,1001.7,135.85,267.75,148.2,1553.5,1001.7,135.85,267.75,61.75,1467.05,17346.5,3708.18,19.62,13638.32,1370.08,1593.57,1979.89,4943.54,12402.96,20367.05,3020.55,6728.73,7964.09,0.08219577,0.07762169,0.14830572,1.17413023,1.49336942,1.64211204,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,19000.0,228000.0,1007.0,135.85,267.75,148.2,1558.8,1007.0,135.85,267.75,61.75,1472.35,17441.2,3739.2,19.68,13702.0,1383.28,1603.14,1991.78,4978.2,12463.0,20472.35,3031.15,6770.35,8009.35,0.08204211,0.07749211,0.14806068,1.17379251,1.494114,1.64265024,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,19100.0,229200.0,1012.3,135.85,267.75,148.2,1564.1,1012.3,135.85,267.75,61.75,1477.65,17535.9,3768.43,19.73,13767.47,1396.48,1612.71,2003.67,5012.86,12523.04,20577.65,3041.75,6810.18,8054.61,0.08189005,0.07736387,0.14781814,1.17345845,1.49465733,1.64318328,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,19200.0,230400.0,1017.6,135.85,267.75,148.2,1569.4,1017.6,135.85,267.75,61.75,1482.95,17630.6,3797.76,19.78,13832.84,1409.68,1622.28,2015.56,5047.52,12583.08,20682.95,3052.35,6850.11,8099.87,0.08173958,0.07723698,0.14757808,1.17312797,1.49520634,1.64371124,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,19300.0,231600.0,1022.9,135.85,267.75,148.2,1574.7,1022.9,135.85,267.75,61.75,1488.25,17725.3,3827.19,19.83,13898.11,1422.88,1631.85,2027.45,5082.18,12643.12,20788.25,3062.95,6890.14,8145.13,0.08159067,0.0771114,0.14734044,1.17280102,1.49576093,1.64423418,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,19400.0,232800.0,1028.2,135.85,267.75,148.2,1580.0,1028.2,135.85,267.75,61.75,1493.55,17820.0,3856.72,19.88,13963.28,1436.08,1641.42,2039.34,5116.84,12703.16,20893.55,3073.55,6930.27,8190.39,0.0814433,0.07698711,0.14710521,1.17247755,1.49632106,1.64475217,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,19500.0,234000.0,1033.5,135.85,267.75,148.2,1585.3,1033.5,135.85,267.75,61.75,1498.85,17914.7,3888.3,19.94,14026.4,1449.28,1650.99,2051.23,5151.5,12763.2,20998.85,3084.15,6972.45,8235.65,0.08129744,0.0768641,0.14687233,1.1721575,1.49709476,1.64526529,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,19600.0,235200.0,1038.8,135.85,267.75,148.2,1590.6,1038.8,135.85,267.75,61.75,1504.15,18009.4,3916.08,19.98,14093.32,1462.48,1660.56,2063.12,5186.16,12823.24,21104.15,3094.75,7010.83,8280.91,0.08115306,0.07674235,0.14664177,1.17184082,1.49745766,1.64577361,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,19700.0,236400.0,1044.1,135.85,267.75,148.2,1595.9,1044.1,135.85,267.75,61.75,1509.45,18104.1,3947.88,20.04,14156.22,1475.68,1670.13,2075.01,5220.82,12883.28,21209.45,3105.35,7053.23,8326.17,0.08101015,0.07662183,0.14641351,1.17152744,1.49824247,1.64627719,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,19800.0,237600.0,1049.4,135.85,267.75,148.2,1601.2,1049.4,135.85,267.75,61.75,1514.75,18198.8,3975.84,20.08,14222.96,1488.88,1679.7,2086.9,5255.48,12943.32,21314.75,3115.95,7091.79,8371.43,0.08086869,0.07650253,0.1461875,1.17121733,1.49861562,1.6467761,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,19900.0,238800.0,1054.7,135.85,267.75,148.2,1606.5,1054.7,135.85,267.75,61.75,1520.05,18293.5,4005.87,20.13,14287.63,1502.08,1689.27,2098.79,5290.14,13003.36,21420.05,3126.55,7132.42,8416.69,0.08072864,0.07638442,0.14596371,1.17091043,1.49920246,1.6472704,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,20000.0,240000.0,1060.0,135.85,267.75,148.2,1611.8,1060.0,135.85,267.75,61.75,1525.35,18388.2,4036.0,20.18,14352.2,1515.28,1698.84,2110.68,5324.8,13063.4,21525.35,3137.15,7173.15,8461.95,0.08059,0.0762675,0.14574211,1.17060669,1.49979446,1.64776015,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AI,Appenzell Rhodes-Intérieures,Appenzell Innerrhoden,Appenzell,3000.0,36000.0,159.0,33.0,39.75,36.0,267.75,159.0,33.0,39.75,15.0,246.75,2732.25,136.2,4.54,2596.05,13.6,140.0,81.67,235.27,2496.98,3246.75,514.5,650.7,749.77,0.08925,0.08225,0.15846616,1.18830634,1.25065003,1.30027073,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ai__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AI,Appenzell Rhodes-Intérieures,Appenzell Innerrhoden,Appenzell,3100.0,37200.0,164.3,34.1,44.75,37.2,280.35,164.3,34.1,44.75,15.5,258.65,2819.65,146.32,4.72,2673.33,14.48,147.68,86.15,248.31,2571.34,3358.65,539.0,685.32,787.31,0.09043548,0.08343548,0.16048115,1.19115848,1.25635443,1.30618666,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ai__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AI,Appenzell Rhodes-Intérieures,Appenzell Innerrhoden,Appenzell,3200.0,38400.0,169.6,35.2,49.75,38.4,292.95,169.6,35.2,49.75,16.0,270.55,2907.05,157.12,4.91,2749.93,15.36,155.36,90.63,261.35,2645.7,3470.55,563.5,720.62,824.85,0.09154687,0.08454688,0.1623662,1.19383912,1.26205031,1.31177004,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ai__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AI,Appenzell Rhodes-Intérieures,Appenzell Innerrhoden,Appenzell,3300.0,39600.0,174.9,36.3,54.75,39.6,305.55,174.9,36.3,54.75,16.5,282.45,2994.45,168.3,5.1,2826.15,16.24,163.04,95.11,274.39,2720.06,3582.45,588.0,756.3,862.39,0.09259091,0.08559091,0.16413348,1.19636327,1.26760788,1.31704815,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ai__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AI,Appenzell Rhodes-Intérieures,Appenzell Innerrhoden,Appenzell,3400.0,40800.0,180.2,37.4,59.75,40.8,318.15,180.2,37.4,59.75,17.0,294.35,3081.85,180.2,5.3,2901.65,17.12,171.04,99.77,287.93,2793.92,3694.35,612.5,792.7,900.43,0.09357353,0.08657353,0.16579371,1.19874426,1.27318939,1.32228196,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ai__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AI,Appenzell Rhodes-Intérieures,Appenzell Innerrhoden,Appenzell,3500.0,42000.0,185.5,38.5,64.75,42.0,330.75,185.5,38.5,64.75,17.5,306.25,3169.25,191.45,5.47,2977.8,18.0,179.2,104.53,301.73,2867.52,3806.25,637.0,828.45,938.73,0.0945,0.0875,0.16735632,1.20099393,1.27820874,1.3273665,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ai__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AI,Appenzell Rhodes-Intérieures,Appenzell Innerrhoden,Appenzell,3600.0,43200.0,190.8,39.6,69.75,43.2,343.35,190.8,39.6,69.75,18.0,318.15,3256.65,203.4,5.65,3053.25,18.88,187.36,109.29,315.54,2941.11,3918.15,661.5,864.9,977.04,0.095375,0.088375,0.16882968,1.20312284,1.28327192,1.33220111,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ai__single_no_child_standard_lpp
